molecule,Compound,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
Molecule138,CC(C)CCCC(C)CCC1=C(O)C([O])c2ccccc2C1[O],0,0,0,0,0,9,1,-2,318.455,6.16,651.004,376.293,116.299,158.412,0,1153.651,2,5.4,0.032888,0.0117307,0.8171425,35.749,11.32,17.568,9.417,3.493,-4.63,-3.912,-5.246,781.699,-1.14,379.087,-2.241,9.846,0.256,5,0.28,3,100,0,0,66.906,3,0,10,0,10,3,23,0,0.043
Molecule138,CC(C)CCCC(C)CCC1=C(O)C([O])c2ccccc2C1[O],0,0,0,0,0,9,1,-2,318.455,4.523,649.948,375.533,115.793,158.621,0,1154.627,2,5.4,0.0177146,0.0117498,0.8189322,35.79,11.327,17.38,9.413,3.504,-4.612,-3.912,-5.218,790.378,-1.13,383.638,-2.231,9.704,0.148,5,0.283,3,100,0,0,67.014,3,0,10,0,10,3,23,0,0.046
Molecule138,CC(C)CCCC(C)CCC1=C(O)C([O])c2ccccc2C1[O],0,0,0,0,0,9,1,-2,318.455,6.177,650.034,376.756,114.823,158.454,0,1153.805,2,5.4,0.0330689,0.0117482,0.8184351,35.756,11.311,17.571,9.405,3.505,-4.614,-3.912,-5.226,807.289,-1.122,392.518,-2.213,9.846,0.256,5,0.281,3,100,0,0,66.917,3,0,10,0,10,3,23,0,0.047
Molecule138,CC(C)CCCC(C)CCC1=C(O)C([O])c2ccccc2C1[O],0,0,0,0,0,9,1,-2,318.455,6.706,661.142,391.906,116.67,152.566,0,1164.758,2,5.4,0.038612,0.0115509,0.8097691,36.138,11.391,17.749,9.404,3.548,-4.805,-3.912,-5.338,775.39,-1.165,375.781,-2.268,9.807,0.242,5,0.304,3,100,0,0,66.273,3,0,10,0,10,3,23,0,0.027
Molecule138,CC(C)CCCC(C)CCC1=C(O)C([O])c2ccccc2C1[O],0,0,0,0,0,9,1,-2,318.455,6.451,661.816,391.932,117.477,152.407,0,1165.355,2,5.4,0.0357052,0.0115391,0.80922,36.16,11.402,17.719,9.41,3.546,-4.816,-3.912,-5.346,761.836,-1.175,368.686,-2.284,9.831,0.232,5,0.305,3,100,0,0,66.314,3,0,10,0,10,3,23,0,0.025
Molecule138,CC(C)CCCC(C)CCC1=C(O)C([O])c2ccccc2C1[O],0,0,0,0,0,9,1,-2,318.455,6.08,654.952,380.621,116.591,157.74,0,1157.984,2,5.4,0.0319192,0.01166,0.8142498,35.916,11.36,17.604,9.424,3.515,-4.698,-3.912,-5.29,776.734,-1.151,376.485,-2.249,9.929,0.279,5,0.289,3,100,0,0,67.063,3,0,10,0,10,3,23,0,0.036
Molecule138,CC(C)CCCC(C)CCC1=C(O)C([O])c2ccccc2C1[O],0,0,0,0,0,9,1,-2,318.455,6.075,652.14,378.972,115.341,157.828,0,1157.31,2,5.4,0.0318939,0.0117103,0.8174422,35.89,11.344,17.601,9.41,3.522,-4.65,-3.912,-5.239,798.221,-1.13,387.755,-2.225,9.934,0.28,5,0.289,3,100,0,0,67.18,3,0,10,0,10,3,23,0,0.042
Molecule138,CC(C)CCCC(C)CCC1=C(O)C([O])c2ccccc2C1[O],0,0,0,0,0,9,1,-2,318.455,5.561,659.61,384.094,121.943,153.574,0,1162.69,2,5.4,0.0265977,0.0115777,0.8106874,36.065,11.415,17.59,9.443,3.5,-4.778,-3.912,-5.328,691.063,-1.216,331.808,-2.362,9.765,0.141,5,0.299,3,100,0,0,66.85,3,0,10,0,10,3,23,0,0.023
Molecule138,CC(C)CCCC(C)CCC1=C(O)C([O])c2ccccc2C1[O],0,0,0,0,0,9,1,-2,318.455,6.195,659.611,385.933,119.858,153.82,0,1163.951,2,5.4,0.0329681,0.0115777,0.8112733,36.117,11.414,17.688,9.431,3.523,-4.778,-3.912,-5.319,723.242,-1.193,348.54,-2.323,9.913,0.258,5,0.303,3,100,0,0,66.89,3,0,10,0,10,3,23,0,0.025
Molecule139,CC(CCC1=C(O)C([O])c2ccccc2C1[O])c3ccc(Oc4ccccc4)cc3,0,0,0,0,0,8,1,-1,402.489,5.665,629.426,148.85,121.184,359.393,0,1225.054,2,5.9,0.0261963,0.0132563,0.8796775,41.168,13.479,20.289,11.479,3.984,-4.275,-6.105,-5.193,702.605,-0.963,337.803,-1.719,9.498,0.148,6,0.462,3,100,0,0,74.799,4,0,22,0,22,3,30,0,0.408
Molecule139,CC(CCC1=C(O)C([O])c2ccccc2C1[O])c3ccc(Oc4ccccc4)cc3,1,0,0,0,0,8,1,-2,402.489,5.468,725.747,147.255,121.909,456.582,0,1308.388,2,5.9,0.0228497,0.0114969,0.7971455,45.431,14.959,21.598,12.377,4.559,-5.924,-6.105,-6.992,691.567,-1.198,332.07,-1.39,9.455,0.249,6,0.627,3,100,0,0,74.75,4,0,22,0,22,3,30,1,0.02
Molecule139,CC(CCC1=C(O)C([O])c2ccccc2C1[O])c3ccc(Oc4ccccc4)cc3,1,0,0,0,0,8,1,-1,402.489,6.144,701.446,145.565,104.181,451.7,0,1294.416,2,5.9,0.0291674,0.0118952,0.8188799,44.825,14.619,21.467,12.164,4.602,-5.504,-6.105,-6.617,1018.488,-0.954,504.602,-1.08,9.27,0.298,6,0.604,3,100,0,0,75.026,4,0,22,0,22,3,30,0,0.105
Molecule139,CC(CCC1=C(O)C([O])c2ccccc2C1[O])c3ccc(Oc4ccccc4)cc3,1,0,0,0,0,8,1,-2,402.489,5.064,715.273,140.502,112.603,462.168,0,1305.2,2,5.9,0.0196459,0.0116653,0.8075038,45.357,14.875,21.536,12.326,4.616,-5.743,-6.105,-6.851,847.386,-1.07,413.632,-1.199,9.165,0.186,6,0.625,3,100,0,0,75.098,4,0,22,0,22,3,30,1,0.046
Molecule139,CC(CCC1=C(O)C([O])c2ccccc2C1[O])c3ccc(Oc4ccccc4)cc3,0,0,0,0,0,8,1,-1,402.489,2.471,632.613,165.602,100.954,366.056,0,1229.372,2,5.9,0.0049655,0.0131895,0.8773025,41.404,13.416,19.984,11.394,4.157,-4.329,-6.105,-5.263,1092.833,-0.793,544.53,-1.322,9.082,0.075,6,0.471,3,100,0,0,74.176,4,0,22,0,22,3,30,0,0.898
Molecule139,CC(CCC1=C(O)C([O])c2ccccc2C1[O])c3ccc(Oc4ccccc4)cc3,1,0,0,0,0,8,1,-2,402.489,6.053,728.32,152.714,117.434,458.172,0,1311.825,2,5.9,0.0279261,0.0114563,0.79572,45.584,14.976,21.696,12.363,4.612,-5.969,-6.105,-7.022,762.563,-1.155,369.066,-1.302,9.307,0.219,6,0.636,3,100,0,0,74.194,4,0,22,0,22,3,30,1,0.022
Molecule139,CC(CCC1=C(O)C([O])c2ccccc2C1[O])c3ccc(Oc4ccccc4)cc3,1,0,0,0,0,8,1,-2,402.489,4.142,715.469,141.854,111.883,461.732,0,1300.158,2,5.9,0.0131927,0.0116621,0.8052019,45.151,14.825,21.36,12.319,4.588,-5.746,-6.105,-6.886,860.815,-1.069,420.722,-1.187,9.123,0.14,6,0.611,3,100,0,0,74.906,4,0,22,0,22,3,30,1,0.047
Molecule139,CC(CCC1=C(O)C([O])c2ccccc2C1[O])c3ccc(Oc4ccccc4)cc3,1,0,0,0,0,8,1,-2,402.489,6.242,757.461,137.195,139.104,481.162,0,1343.211,2,5.9,0.0290073,0.0110156,0.7772619,47.06,15.66,22.296,12.737,4.674,-6.477,-6.105,-7.431,475.093,-1.454,221.302,-1.62,9.29,0.143,6,0.708,1,100,0,0,74.822,4,0,22,0,22,3,30,1,0.003
Molecule139,CC(CCC1=C(O)C([O])c2ccccc2C1[O])c3ccc(Oc4ccccc4)cc3,1,0,0,0,0,8,1,-2,402.489,8.207,718.379,137.914,116.603,463.862,0,1301.92,2,5.9,0.0517348,0.0116149,0.8026653,45.242,14.897,21.936,12.372,4.567,-5.797,-6.105,-6.937,776.514,-1.125,376.37,-1.266,9.124,0.278,6,0.614,3,100,0,0,74.775,4,0,22,0,22,3,30,1,0.035
Molecule139,CC(CCC1=C(O)C([O])c2ccccc2C1[O])c3ccc(Oc4ccccc4)cc3,1,0,0,0,0,8,1,-1,402.489,7.323,703.987,142.17,106.078,455.739,0,1296.236,2,5.9,0.0413671,0.0118523,0.8166887,44.937,14.681,21.681,12.211,4.604,-5.548,-6.105,-6.672,977.156,-0.979,482.505,-1.101,9.198,0.274,6,0.608,3,100,0,0,74.865,4,0,22,0,22,3,30,0,0.09
Molecule139,CC(CCC1=C(O)C([O])c2ccccc2C1[O])c3ccc(Oc4ccccc4)cc3,0,0,0,0,0,8,1,-1,402.489,5.985,613.672,158.769,124.432,330.47,0,1210.346,2,5.9,0.0295914,0.0135966,0.8950252,40.303,13.205,20.048,11.266,3.847,-4.011,-6.105,-4.807,654.505,-0.954,312.877,-1.881,9.439,0.194,6,0.434,3,100,0,0,75.494,4,0,22,0,22,3,30,0,0.517
Molecule139,CC(CCC1=C(O)C([O])c2ccccc2C1[O])c3ccc(Oc4ccccc4)cc3,0,0,0,0,0,8,1,-1,402.489,6.442,695.394,162.657,107.848,424.889,0,1294.785,2,5.9,0.032048,0.0119988,0.8261639,44.584,14.448,21.428,11.992,4.553,-5.399,-6.105,-6.371,940.109,-0.972,462.763,-1.242,9.398,0.145,6,0.61,3,100,0,0,74.199,4,0,22,0,22,3,30,0,0.092
Molecule139,CC(CCC1=C(O)C([O])c2ccccc2C1[O])c3ccc(Oc4ccccc4)cc3,1,0,0,0,0,8,1,-2,402.489,7.418,717.657,140.155,114.53,462.972,0,1303.229,2,5.9,0.0422267,0.0116265,0.8040105,45.286,14.884,21.816,12.35,4.589,-5.784,-6.105,-6.911,812.47,-1.1,395.241,-1.231,9.177,0.3,6,0.618,3,100,0,0,75.029,4,0,22,0,22,3,30,1,0.039
Molecule139,CC(CCC1=C(O)C([O])c2ccccc2C1[O])c3ccc(Oc4ccccc4)cc3,1,0,0,0,0,8,1,-2,402.489,6.188,716.736,145.223,110.757,460.756,0,1302.374,2,5.9,0.0293983,0.0116415,0.8046917,45.23,14.832,21.601,12.307,4.608,-5.768,-6.105,-6.89,882.244,-1.059,432.054,-1.17,9.092,0.272,6,0.616,3,100,0,0,74.981,4,0,22,0,22,3,30,1,0.046
Molecule139,CC(CCC1=C(O)C([O])c2ccccc2C1[O])c3ccc(Oc4ccccc4)cc3,1,0,0,0,0,8,1,-2,402.489,4.765,730.557,147.614,122.216,460.728,0,1313.388,2,5.9,0.0172875,0.0114212,0.793913,45.671,15.048,21.601,12.418,4.591,-6.008,-6.105,-7.064,686.958,-1.211,329.679,-1.381,9.269,0.246,6,0.639,3,100,0,0,74.886,4,0,22,0,22,3,30,1,0.016
Molecule139,CC(CCC1=C(O)C([O])c2ccccc2C1[O])c3ccc(Oc4ccccc4)cc3,0,0,0,0,0,8,1,-2,402.489,6.917,699.975,148.727,122.415,428.834,0,1290.112,2,5.9,0.0370863,0.0119202,0.8187805,44.435,14.547,21.491,12.129,4.422,-5.478,-6.105,-6.509,683.98,-1.136,328.134,-1.497,9.546,0.162,6,0.593,3,100,0,0,74.805,4,0,22,0,22,3,30,0,0.043
Molecule140,OC1=C(CCCCc2ccc(Oc3ccccc3)cc2)C([O])c4ccccc4C1[O],1,0,0,0,0,9,1,-2,402.489,8.184,732.727,136.814,116.393,479.521,0,1316.666,2,5.9,0.0508688,0.0113874,0.7928783,45.339,15.174,21.91,12.291,4.673,-5.883,-6.105,-7.17,780.094,-1.213,378.245,-1.111,9.378,0.304,6,0.604,3,100,0,0,75.166,4,0,22,0,22,3,30,1,0.041
Molecule140,OC1=C(CCCCc2ccc(Oc3ccccc3)cc2)C([O])c4ccccc4C1[O],0,0,0,0,0,9,1,-1,402.489,7.408,661.427,143.785,87.56,430.082,0,1264.056,2,5.9,0.0434166,0.0126149,0.8547928,42.762,14.053,20.922,11.587,4.526,-4.655,-6.105,-5.933,1464.099,-0.778,746.985,-0.754,9.033,0.301,6,0.505,3,100,0,0,73.351,4,0,22,0,22,3,30,0,1.571
Molecule140,OC1=C(CCCCc2ccc(Oc3ccccc3)cc2)C([O])c4ccccc4C1[O],1,0,0,0,0,9,1,-2,402.489,3.027,743.549,149.86,117.152,476.537,0,1326.492,2,5.9,0.0069072,0.0112217,0.7852211,45.704,15.279,21.401,12.302,4.721,-6.072,-6.105,-7.28,767.271,-1.246,371.529,-1.136,9.285,0.146,6,0.626,3,100,0,0,74.178,4,0,22,0,22,3,30,1,0.025
Molecule140,OC1=C(CCCCc2ccc(Oc3ccccc3)cc2)C([O])c4ccccc4C1[O],1,0,0,0,0,9,1,-2,402.489,6.346,737.364,134.135,117.078,486.15,0,1321.367,2,5.9,0.0304819,0.0113158,0.7897668,45.591,15.281,21.72,12.352,4.704,-5.964,-6.105,-7.252,768.506,-1.23,372.176,-1.101,9.177,0.287,6,0.615,3,100,0,0,74.889,4,0,22,0,22,3,30,1,0.035
Molecule140,OC1=C(CCCCc2ccc(Oc3ccccc3)cc2)C([O])c4ccccc4C1[O],1,0,0,0,0,9,1,-2,402.489,8.072,736.415,134.217,117.133,485.065,0,1319.556,2,5.9,0.0493787,0.0113304,0.7900618,45.508,15.255,21.949,12.343,4.691,-5.947,-6.105,-7.242,767.592,-1.23,371.697,-1.105,9.223,0.286,6,0.61,3,100,0,0,75.061,4,0,22,0,22,3,30,1,0.036
Molecule140,OC1=C(CCCCc2ccc(Oc3ccccc3)cc2)C([O])c4ccccc4C1[O],0,0,0,0,0,9,1,-1,402.489,6.101,668.181,155.06,78.731,434.39,0,1279.254,2,5.9,0.0290997,0.0124874,0.852921,43.411,14.155,20.916,11.573,4.686,-4.77,-6.105,-5.983,1775.384,-0.7,920.038,-0.576,9.151,0.155,6,0.543,3,100,0,0,74.066,4,0,22,0,22,3,30,0,1.814
Molecule140,OC1=C(CCCCc2ccc(Oc3ccccc3)cc2)C([O])c4ccccc4C1[O],1,0,0,0,0,9,1,-2,402.489,7.522,725.19,144.376,118.722,462.092,0,1314.63,2,5.9,0.0430349,0.0115058,0.8002925,45.092,15.025,21.732,12.17,4.628,-5.752,-6.105,-6.967,741.414,-1.215,358.015,-1.216,9.361,0.134,6,0.603,3,100,0,0,74.662,4,0,22,0,22,3,30,1,0.043
Molecule140,OC1=C(CCCCc2ccc(Oc3ccccc3)cc2)C([O])c4ccccc4C1[O],1,0,0,0,0,9,1,-2,402.489,7.398,732.226,137.022,116.389,478.815,0,1315.941,2,5.9,0.0415899,0.0113952,0.7931295,45.304,15.161,21.77,12.285,4.668,-5.874,-6.105,-7.163,780.156,-1.212,378.278,-1.114,9.421,0.189,6,0.602,3,100,0,0,75.198,4,0,22,0,22,3,30,1,0.041
Molecule141,OC1=C(CCCCCCCCCCBr)C([O])c2ccccc2C1[O],0,0,0,0,0,12,2,-2,397.351,4.302,706.929,353.059,116.543,157.959,79.368,1235.886,2,5.4,0.0149723,0.0108027,0.7878467,37.109,12.711,17.993,8.916,4.289,-5.455,-5.471,-5.718,777.54,-1.217,1025.679,-1.959,9.955,0.344,5,0.351,3,100,0,0,67.247,3,0,10,0,10,3,24,0,0.015
Molecule141,OC1=C(CCCCCCCCCCBr)C([O])c2ccccc2C1[O],0,0,0,0,0,12,2,-2,397.351,3.147,720.756,360.747,127.509,153.135,79.364,1249.741,2,5.4,0.0079256,0.0105955,0.7784969,37.618,12.918,18.082,8.992,4.288,-5.696,-5.471,-5.846,611.968,-1.368,791.748,-2.178,9.698,0.354,5,0.382,3,100,0,0,68.405,3,0,10,0,10,3,24,0,0.005
Molecule141,OC1=C(CCCCCCCCCCBr)C([O])c2ccccc2C1[O],0,0,0,0,0,12,2,-2,397.351,5.541,716.71,366.669,117.673,153.011,79.358,1243.649,2,5.4,0.0246851,0.0106553,0.7803447,37.373,12.782,18.184,8.914,4.319,-5.626,-5.471,-5.816,758.589,-1.253,998.561,-1.997,9.864,0.34,5,0.367,3,100,0,0,66.348,3,0,10,0,10,3,24,0,0.009
Molecule141,OC1=C(CCCCCCCCCCBr)C([O])c2ccccc2C1[O],0,0,0,0,0,12,2,-2,397.351,5.886,709.874,367.271,116.591,153.091,72.92,1235.791,2,5.4,0.0280312,0.0107579,0.784538,37.059,12.64,18.1,8.888,4.256,-5.478,-5.471,-5.748,776.718,-1.244,944.484,-1.977,9.881,0.28,5,0.348,3,100,0,0,65.64,3,0,10,0,10,3,24,0,0.014
Molecule141,OC1=C(CCCCCCCCCCBr)C([O])c2ccccc2C1[O],0,0,0,0,0,12,2,-2,397.351,8.536,700.809,353.045,116.414,158.441,72.909,1228.583,2,5.4,0.0593097,0.0108971,0.7915932,36.822,12.588,18.483,8.902,4.222,-5.32,-5.471,-5.66,779.738,-1.219,948.32,-1.955,9.845,0.256,5,0.334,3,100,0,0,66.932,3,0,10,0,10,3,24,0,0.021
Molecule141,OC1=C(CCCCCCCCCCBr)C([O])c2ccccc2C1[O],0,0,0,0,0,12,2,-2,397.351,8.11,709.158,358.088,124.807,153.348,72.915,1238.506,2,5.4,0.0531096,0.0107688,0.7864799,37.17,12.72,18.533,8.944,4.217,-5.466,-5.471,-5.718,649.169,-1.326,777.96,-2.127,9.841,0.271,5,0.357,3,100,0,0,67.701,3,0,10,0,10,3,24,0,0.01
Molecule141,OC1=C(CCCCCCCCCCBr)C([O])c2ccccc2C1[O],0,0,0,0,0,12,2,-2,397.351,4.48,719.944,364.704,122.065,153.812,79.363,1247.458,2,5.4,0.0160876,0.0106074,0.778425,37.533,12.862,18.138,8.957,4.313,-5.682,-5.471,-5.851,689.219,-1.308,900.294,-2.075,9.847,0.319,5,0.376,3,100,0,0,66.901,3,0,10,0,10,3,24,0,0.007
Molecule141,OC1=C(CCCCCCCCCCBr)C([O])c2ccccc2C1[O],0,0,0,0,0,12,2,-2,397.351,3.485,707.037,353.468,116.396,157.805,79.368,1234.929,2,5.4,0.0098365,0.0108011,0.7873194,37.07,12.701,17.905,8.915,4.283,-5.457,-5.471,-5.726,780.032,-1.217,1029.231,-1.957,9.817,0.336,5,0.348,3,100,0,0,67.318,3,0,10,0,10,3,24,0,0.015
Molecule142,OC1=C([C@@H]2CC[C@@H](CC2)C3CCCCC3)C([O])c4ccccc4C1[O],0,0,0,0,0,2,1,0,342.477,5.933,630.249,367.017,105.622,157.61,0,1141.352,2,5.4,0.0308454,0.012117,0.8380419,39.744,11.131,19.196,10.834,3.503,-5.415,-4.323,-4.904,986.922,-0.56,487.72,-2.719,9.902,0.263,5,0.558,3,100,0,0,65.073,3,0,22,0,22,15,25,0,0.003
Molecule142,OC1=C([C@@H]2CC[C@@H](CC2)C3CCCCC3)C([O])c4ccccc4C1[O],0,0,0,0,0,2,1,0,342.477,6.116,627.741,358.831,116.737,152.173,0,1138.352,2,5.4,0.0328549,0.0121654,0.8399148,39.572,11.145,19.215,10.866,3.402,-5.373,-4.323,-4.848,774.26,-0.66,375.189,-2.943,9.9,0.243,5,0.551,3,100,0,0,65.891,3,0,22,0,22,15,25,0,0.002
Molecule142,OC1=C([C@@H]2CC[C@@H](CC2)C3CCCCC3)C([O])c4ccccc4C1[O],0,0,0,0,0,2,1,0,342.477,4.216,625.655,364.499,111.556,149.6,0,1138.953,2,5.4,0.015606,0.012206,0.8430126,39.571,11.1,18.96,10.808,3.441,-5.337,-4.323,-4.786,866.993,-0.604,423.987,-2.856,9.702,0.114,5,0.555,3,100,0,0,65.481,3,0,22,0,22,15,25,0,0.002
Molecule142,OC1=C([C@@H]2CC[C@@H](CC2)C3CCCCC3)C([O])c4ccccc4C1[O],0,0,0,0,0,2,1,0,342.477,6.063,629.66,365.651,105.617,158.391,0,1141.426,2,5.4,0.0322044,0.0121284,0.8388633,39.754,11.138,19.222,10.837,3.505,-5.405,-4.323,-4.895,987.031,-0.558,487.778,-2.716,9.938,0.271,5,0.559,3,100,0,0,65.561,3,0,22,0,22,15,25,0,0.003
Molecule142,OC1=C([C@@H]2CC[C@@H](CC2)C3CCCCC3)C([O])c4ccccc4C1[O],0,0,0,0,0,2,1,0,342.477,6.063,629.577,365.571,105.615,158.391,0,1141.377,2,5.4,0.0322029,0.01213,0.8389489,39.752,11.138,19.222,10.837,3.504,-5.404,-4.323,-4.893,987.084,-0.557,487.806,-2.716,9.938,0.271,5,0.559,3,100,0,0,65.56,3,0,22,0,22,15,25,0,0.003
Molecule142,OC1=C([C@@H]2CC[C@@H](CC2)C3CCCCC3)C([O])c4ccccc4C1[O],0,0,0,0,0,2,1,0,342.477,4.307,624.37,360.994,114.52,148.855,0,1139.245,2,5.4,0.0162816,0.0122311,0.8448924,39.576,11.121,18.992,10.82,3.422,-5.315,-4.323,-4.752,812.653,-0.627,395.337,-2.914,9.711,0.121,5,0.557,3,100,0,0,65.368,3,0,22,0,22,15,25,0,0.002
Molecule142,OC1=C([C@@H]2CC[C@@H](CC2)C3CCCCC3)C([O])c4ccccc4C1[O],0,0,0,0,0,2,1,0,342.477,5.406,627.471,358.786,117.545,151.14,0,1141.79,2,5.4,0.0255948,0.0121707,0.8419681,39.7,11.178,19.172,10.864,3.418,-5.368,-4.323,-4.81,760.719,-0.662,368.101,-2.961,9.76,0.125,5,0.561,3,100,0,0,66.118,3,0,22,0,22,15,25,0,0.002
Molecule142,OC1=C([C@@H]2CC[C@@H](CC2)C3CCCCC3)C([O])c4ccccc4C1[O],0,0,0,0,0,2,1,0,342.477,5.934,630.307,367.075,105.622,157.61,0,1141.381,2,5.4,0.0308496,0.0121159,0.8379798,39.745,11.132,19.196,10.834,3.503,-5.416,-4.323,-4.905,986.922,-0.56,487.72,-2.719,9.902,0.263,5,0.558,3,100,0,0,65.073,3,0,22,0,22,15,25,0,0.003
Molecule143,Cc1ccc(SC2=C(O)C([O])c3ccccc3C2[O])cc1,0,0,0,0,0,4,1,0,300.372,4.213,549.336,122.164,117.105,285.096,24.97,950.638,2,5.9,0.0186671,0.015189,0.8511464,32.045,10.495,16.914,11.644,2.316,-3.711,-3.749,-5.3,768.052,-0.694,509.629,-2.289,8.808,0.604,6,-0.081,3,92.151,0,0,66.612,3,0,16,0,16,3,21,0,0.3
Molecule143,Cc1ccc(SC2=C(O)C([O])c3ccccc3C2[O])cc1,0,0,0,0,0,4,1,-1,300.372,6.958,554.311,117.408,119.446,291.124,26.333,953.835,2,5.9,0.050751,0.0150527,0.8453958,32.23,10.574,17.429,11.713,2.327,-3.797,-3.749,-5.422,729.781,-0.727,490.605,-2.311,8.608,0.411,6,-0.078,3,91.818,0,0,68.077,3,0,16,0,16,3,21,0,0.234
Molecule143,Cc1ccc(SC2=C(O)C([O])c3ccccc3C2[O])cc1,0,0,0,0,0,4,1,-1,300.372,6.415,547.881,117.529,126.022,278.073,26.257,950.358,2,5.9,0.0433054,0.0152293,0.8532381,31.967,10.522,17.27,11.654,2.251,-3.693,-3.749,-5.233,632.176,-0.767,419.678,-2.478,8.891,0.76,6,-0.08,3,90.257,0,0,68.312,3,0,16,0,16,3,21,0,0.203
Molecule143,Cc1ccc(SC2=C(O)C([O])c3ccccc3C2[O])cc1,0,0,0,0,0,4,1,0,300.372,6.179,554.949,125.396,108.729,293.855,26.968,954.549,2,5.9,0.0400038,0.0150354,0.8448467,32.285,10.528,17.254,11.661,2.411,-3.81,-3.749,-5.444,922.188,-0.627,636.877,-2.104,8.589,0.456,6,-0.076,3,94.127,0,0,66.667,3,0,16,0,16,3,21,0,0.366
Molecule143,Cc1ccc(SC2=C(O)C([O])c3ccccc3C2[O])cc1,0,0,0,0,0,4,1,0,300.372,6.171,554.876,125.391,108.794,293.733,26.957,954.625,2,5.9,0.039885,0.0150374,0.8450022,32.287,10.529,17.253,11.66,2.411,-3.809,-3.749,-5.441,920.88,-0.627,635.811,-2.106,8.588,0.454,6,-0.076,3,94.115,0,0,66.672,3,0,16,0,16,3,21,0,0.365
Molecule143,Cc1ccc(SC2=C(O)C([O])c3ccccc3C2[O])cc1,0,0,0,0,0,4,1,-1,300.372,6.417,546.053,117.418,126.147,276.287,26.201,951.388,2,5.9,0.0432783,0.0152803,0.8567136,31.991,10.534,17.287,11.638,2.257,-3.663,-3.749,-5.168,630.447,-0.759,418.143,-2.487,8.887,0.758,6,-0.075,3,90.27,0,0,68.314,3,0,16,0,16,3,21,0,0.213
Molecule143,Cc1ccc(SC2=C(O)C([O])c3ccccc3C2[O])cc1,0,0,0,0,0,4,1,0,300.372,5.653,554.183,128.224,109.028,290.249,26.682,954.021,2,5.9,0.0334959,0.0150561,0.8457013,32.229,10.5,17.142,11.636,2.401,-3.797,-3.749,-5.413,916.19,-0.628,630.122,-2.122,8.513,0.41,6,-0.077,3,94.018,0,0,65.816,3,0,16,0,16,3,21,0,0.362
Molecule143,Cc1ccc(SC2=C(O)C([O])c3ccccc3C2[O])cc1,0,0,0,0,0,4,1,-1,300.372,7.665,552.482,114.894,128.518,285.043,24.026,953.203,2,5.9,0.0616369,0.0151025,0.8478206,32.147,10.581,17.581,11.729,2.247,-3.757,-3.749,-5.354,598.635,-0.811,384.685,-2.5,8.866,0.684,6,-0.077,3,89.806,0,0,69.015,3,0,16,0,16,3,21,0,0.166
Molecule144,CCCCCCCCCCSCCCCCCCCCCC1=C(O)C([O])c2ccccc2C1[O],6,0,0,0,0,22,1,-2,490.783,7.785,1027.515,718.353,121.926,153.883,33.354,1836.831,2,5.9,0.0329948,0.0081204,0.7059213,54.699,18.895,23.831,7.967,7.629,-9.172,-7.169,-7.024,691.314,-2.312,505.556,-1.112,8.845,0.264,5,1.42,1,100,0,0,66.851,3,1,10,0,10,3,34,1,0
Molecule144,CCCCCCCCCCSCCCCCCCCCCC1=C(O)C([O])c2ccccc2C1[O],6,0,0,0,0,22,1,-2,490.783,5.038,1026.485,726.355,116.327,157.906,25.897,1833.595,2,5.9,0.0138428,0.0081286,0.7057994,54.608,18.803,23.476,7.952,7.624,-9.12,-7.169,-7.046,781.21,-2.256,525.18,-0.995,8.856,0.065,5,1.411,1,100,0,0,67.173,3,1,10,0,10,3,34,1,0
Molecule144,CCCCCCCCCCSCCCCCCCCCCC1=C(O)C([O])c2ccccc2C1[O],8,0,0,0,0,22,1,-2,490.783,6.525,1084.853,781.953,117.391,152.822,32.687,1893.027,2,5.9,0.0224919,0.0076912,0.6821798,56.938,19.831,24.279,8.067,8.004,-10.212,-7.169,-7.403,763.277,-2.364,557.957,-1.032,8.841,0.228,5,1.565,1,100,0,0,66.275,3,1,10,0,10,3,34,1,0
Molecule144,CCCCCCCCCCSCCCCCCCCCCC1=C(O)C([O])c2ccccc2C1[O],6,0,0,0,0,22,1,-2,490.783,4.415,1036.302,735.949,116.77,152.711,30.872,1842.385,2,5.9,0.0105813,0.0080516,0.7013462,54.91,18.964,23.526,7.945,7.687,-9.32,-7.169,-7.093,773.7,-2.269,553.385,-1.021,8.913,0.27,5,1.434,1,100,0,0,65.77,3,1,10,0,10,3,34,1,0
Molecule144,CCCCCCCCCCSCCCCCCCCCCC1=C(O)C([O])c2ccccc2C1[O],6,0,0,0,0,22,1,-2,490.783,4.912,1016.681,715.995,115.109,158.289,27.288,1824.915,2,5.9,0.0132216,0.008207,0.7103546,54.265,18.649,23.378,7.923,7.585,-8.949,-7.169,-6.974,802.269,-2.216,550.065,-0.971,8.846,0.245,5,1.39,1,100,0,0,67.024,3,1,10,0,10,3,34,1,0
