molecule,Compound,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
42_1-wt-1,Cc1c(C)c(O)c2OCOc2c1[O],0,0,0,0,0,2,1,0,182.176,1.155,352.695,213.296,94.113,45.286,0,568.744,2,3,0.0023458,0.0120292,0.9412604,15.755,5.28,9.014,6.959,0.88,-1.404,-2.184,-2.698,1268.891,-0.265,639.94,-2.902,8.644,-0.077,4,-0.466,3,87.644,0,0,60.455,4,0,9,0,9,1,13,0,9.004
43_0-wt-1,CC(C)(C)C1=CC(=O)C(=CC1=O)C(C)(C)C,4,0,0,0,0,2,0,0,220.311,0,473.418,372.955,69.166,31.297,0,833.069,0,4,0,0,0.9044285,26.2,6.878,10.095,5.041,2.204,-2.768,-2.256,-3.228,2187.771,-0.121,1153.06,-2.492,10.676,1.734,0,-0.119,3,100,0,0,49.334,2,0,6,0,6,0,16,0,1.21
43_1-wt-1,CC(C)(C)c1cc(O)c(cc1[O])C(C)(C)C,2,0,0,0,0,4,0,0,222.327,0.001,476.235,371.595,62.49,42.149,0,836.42,2,1.5,0,0.0044544,0.9014889,25.154,7.374,11.197,5.101,3.302,-3.505,-3.28,-3.327,2531.089,-0.19,1349.825,-2.139,8.578,-0.183,2,0.299,3,100,0,0,35.133,2,0,6,0,6,0,16,0,0.577
44_0-wt-1,CC(C)(C)C1=CC(=O)C=C(C1=O)C(C)(C)C,2,0,0,0,0,2,0,0,220.311,1.657,478.666,372.324,72.409,33.932,0,837.677,0,4,0.0032794,0,0.8978087,26.41,6.92,10.217,5.093,2.216,-2.868,-2.256,-3.347,2038.179,-0.156,1068.081,-2.542,10.634,1.732,2,-0.105,3,100,0,0,49.303,2,0,6,0,6,0,16,0,0.856
44_1-wt-1,CC(C)(C)c1cc(O)cc(c1[O])C(C)(C)C,1,0,0,0,0,4,0,0,222.327,3.312,474.876,370.063,61.705,43.109,0,834.212,2,1.5,0.0131471,0.0044671,0.9024766,25.074,7.361,11.35,5.099,3.249,-3.423,-3.28,-3.316,2574.872,-0.183,1375.081,-2.121,8.55,-0.22,4,0.293,3,100,0,0,34.521,2,0,6,0,6,0,16,0,0.636
45_0-wt-1,CC(C)C1=CC(=O)C=C(C(C)C)C1=O,2,0,0,0,0,2,0,0,192.257,1.291,450.984,323.035,85.828,42.121,0,749.464,0,4,0.0022253,0,0.8847844,22.958,6.108,9.021,5.174,1.697,-2.343,-1.66,-3.597,1520.51,-0.288,778.142,-2.761,10.732,1.79,4,-0.361,3,93.831,0,0,54.031,2,0,6,0,6,0,14,0,1.512
45_1-wt-1,CC(C)c1cc(O)cc(C(C)C)c1[O],1,0,0,0,0,4,0,0,194.273,3.132,455.397,322.043,83.779,49.576,0,754.506,2,1.5,0.0130027,0.0046582,0.8801363,21.946,6.619,10.297,5.247,2.494,-3.073,-2.718,-3.708,1590.099,-0.399,816.706,-2.505,8.626,-0.188,6,0.07,3,100,0,0,40.633,2,0,6,0,6,0,14,0,0.514
46_0-wt-1,CC(C)CCCCCC1=CC(=O)C(=CC1=O)CCCCCC(C)C,5,0,0,0,0,12,0,-2,332.525,0.535,768.114,627.591,87.456,53.067,0,1343.626,0,4,0.0002134,0,0.7666404,40.419,11.881,14.506,3.816,5.57,-6.725,-4.639,-5.561,1467.418,-1.152,748.816,-1.792,10.725,1.818,2,0.939,1,100,0,0,56.31,2,1,6,0,6,0,24,1,0.001
46_1-wt-1,CC(C)CCCCCc1cc(O)c(CCCCCC(C)C)cc1[O],3,0,0,0,0,13,0,-2,332.525,0.259,768.428,603.266,76.132,89.03,0,1335.452,2,1.5,0.0000504,0.0027606,0.7632163,39.794,12.448,15.793,4.231,6.377,-7.35,-5.543,-5.788,1879.06,-1.091,978.245,-1.361,8.597,-0.011,4,1.292,1,100,0,0,40.844,2,1,6,0,6,0,24,1,0.001
47_0-wt-1,CC1=CC(=O)C(=C(C)C1=O)C,3,0,0,0,0,0,0,0,150.177,0.795,365.028,226.204,98.036,40.788,0,578.809,0,4,0.0010917,0,0.9201587,17.399,4.711,7.243,5.482,0.494,-1.02,-0.766,-3.018,1164.734,-0.208,583.355,-3.183,10.389,1.746,3,-0.772,3,84.72,0,0,55.364,2,0,6,0,6,0,11,0,8.993
47_1-wt-1,Cc1cc([O])c(C)c(C)c1O,2,0,0,0,0,2,0,0,152.193,0.528,369.345,226.682,80.756,61.907,0,584.945,2,1.5,0.0004773,0.0057435,0.91582,16.563,5.215,8.374,5.544,1.467,-1.812,-1.899,-3.189,1698.604,-0.199,877.106,-2.598,8.534,-0.186,5,-0.291,3,93.346,0,0,40.23,2,0,6,0,6,0,11,0,5.111
48_0-wt-1,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(/C)=C/CC1=C(C)C(=O)C(=C(C)C1=O)C,7,0,0,0,0,14,0,-2,428.697,0.731,935.468,854.361,65.222,15.885,0,1690.038,0,4,0.0003161,0,0.7335008,52.644,15.048,18.466,3.374,7.94,-9.571,-6.681,-5.92,2384.523,-1.088,1265.542,-1.321,9.625,1.672,6,1.86,1,100,0,0,51.801,2,1,6,0,6,0,31,1,0
48_0-wt-1,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(/C)=C/CC1=C(C)C(=O)C(=C(C)C1=O)C,6,0,0,0,0,14,0,-2,428.697,0.707,900.151,814.31,67.544,18.296,0,1673.941,0,4,0.0002989,0,0.7574313,52.022,14.665,18.405,3.321,7.822,-8.901,-6.681,-5.544,2266.639,-1.065,1198.054,-1.356,9.684,1.684,6,1.813,1,100,0,0,51.949,2,1,6,0,6,0,31,1,0
48_0-wt-1,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(/C)=C/CC1=C(C)C(=O)C(=C(C)C1=O)C,6,0,0,0,0,14,0,-2,428.697,0.419,900.952,808.019,72.457,20.477,0,1664.191,0,4,0.0001056,0,0.753816,51.653,14.663,18.276,3.371,7.727,-8.917,-6.681,-5.613,2036.072,-1.13,1066.888,-1.439,9.677,1.692,6,1.785,1,100,0,0,52.574,2,1,6,0,6,0,31,1,0
48_0-wt-1,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(/C)=C/CC1=C(C)C(=O)C(=C(C)C1=O)C,7,0,0,0,0,14,0,-2,428.697,0.666,942.798,858.193,64.715,19.89,0,1698.337,0,4,0.0002615,0,0.7301787,53.014,15.192,18.581,3.415,8.002,-9.71,-6.681,-5.993,2411.071,-1.089,1280.778,-1.298,9.629,1.673,6,1.884,1,100,0,0,51.467,2,1,6,0,6,0,31,1,0
48_1-wt-1,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(/C)=C/Cc1c(C)c(O)c(C)c(C)c1[O],8,0,0,0,0,16,0,-2,430.713,2.994,934.184,830.168,66.039,37.978,0,1690.837,2,1.5,0.0053006,0.0022708,0.7347402,51.602,15.656,19.71,3.552,8.684,-9.954,-7.592,-6.005,2342.368,-1.216,1241.376,-1.067,8.502,-0.168,8,2.175,1,100,0,0,37.561,2,1,6,0,6,0,31,2,0
48_1-wt-1,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(/C)=C/Cc1c(C)c(O)c(C)c(C)c1[O],8,0,0,0,0,16,0,-2,430.713,2.913,937.44,833.983,66.671,36.787,0,1694.023,2,1.5,0.005008,0.0022629,0.7331075,51.719,15.702,19.738,3.556,8.699,-10.014,-7.592,-6.026,2310.266,-1.228,1222.998,-1.082,8.503,-0.167,8,2.184,1,100,0,0,37.68,2,1,6,0,6,0,31,2,0
48_1-wt-1,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(/C)=C/Cc1c(C)c(O)c(C)c(C)c1[O],8,0,0,0,0,16,0,-2,430.713,2.968,937.67,834.143,67.097,36.429,0,1694.786,2,1.5,0.0051988,0.0022623,0.7331483,51.746,15.71,19.752,3.557,8.7,-10.019,-7.592,-6.024,2288.843,-1.233,1210.744,-1.092,8.503,-0.167,8,2.186,1,100,0,0,37.694,2,1,6,0,6,0,31,2,0
48_1-wt-1,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(/C)=C/Cc1c(C)c(O)c(C)c(C)c1[O],8,0,0,0,0,16,0,-2,430.713,2.881,940.426,836.572,66.692,37.162,0,1695.775,2,1.5,0.0048946,0.0022557,0.7312838,51.792,15.744,19.752,3.566,8.71,-10.07,-7.592,-6.057,2309.179,-1.232,1222.375,-1.082,8.504,-0.165,8,2.188,1,100,0,0,37.549,2,1,6,0,6,0,31,2,0
49_0-wt-1,CCC(C)(C)C(O)=O.O=C1C=CC(=O)C=C1,8,0,0,1,0,2,0,-1,116.16,2.965,321.399,240.541,80.858,0,0,497.562,1,2,0.0176698,0.0062228,0.9448265,12.474,3.916,5.944,4.036,1.463,-0.934,-0.828,-0.617,429.265,-0.161,252.237,-2.818,10.929,-1.133,0,-0.633,3,82.633,0,0,45.193,2,0,0,0,0,0,8,0,12.36
49_1-wt-1,CCC(C)(C)C(O)=O.[O]c1ccc(O)cc1,8,0,0,1,0,2,0,-1,116.16,2.965,321.399,240.541,80.858,0,0,497.517,1,2,0.0176714,0.0062228,0.9447703,12.472,3.915,5.943,4.036,1.463,-0.934,-0.828,-0.618,429.265,-0.161,252.237,-2.818,10.929,-1.133,0,-0.634,3,82.632,0,0,45.193,2,0,0,0,0,0,8,0,12.36
50_0-wt-1,CC1=C(C)C(=O)C(=C(C)C1=O)SCCC(O)=O,1,0,0,1,0,4,0,-1,254.3,2.844,454.495,288.797,132.097,2.35,31.251,799.316,1,6.5,0.0101193,0.0143016,0.916464,23.289,7.326,12.392,8.723,1.402,-1.939,-2.239,-1.087,140.226,-0.649,111.636,-3.562,9.265,1.862,4,-0.696,3,73.58,0,0,99.516,4,0,6,0,6,0,17,0,0.802
50_1-wt-1,Cc1c(C)c(O)c(C)c(SCCC(O)=O)c1[O],0,0,0,1,0,6,0,-1,256.316,2.749,466.452,258.749,153.978,27.686,26.039,810.441,3,4,0.0093261,0.014853,0.9012368,22.692,8.075,13.752,9.097,1.975,-2.379,-3.066,-1.455,86.961,-0.998,62.369,-3.684,8.739,0.568,6,-0.425,3,73.222,0,0,84.921,4,0,6,0,6,0,17,0,0.222
51_0-wt-1,CC1=C(C)C(=O)C(=C(C)C1=O)C,2,0,0,0,0,0,0,0,164.204,0,386.563,284.294,87.066,15.204,0,626.891,0,4,0,0,0.9163736,19.079,4.924,7.718,5.285,0.821,-1.448,-1.064,-2.958,1479.977,-0.128,755.745,-3.071,10.334,1.673,4,-0.632,3,88.492,0,0,53.004,2,0,6,0,6,0,12,0,4.973
51_1-wt-1,Cc1c(C)c(O)c(C)c(C)c1[O],2,0,0,0,0,2,0,0,166.219,0,390.692,285.953,69.293,35.447,0,632.517,2,1.5,0,0.0054297,0.9121066,18.214,5.415,8.842,5.337,1.894,-2.229,-2.168,-3.123,2181.718,-0.112,1149.612,-2.48,8.481,-0.182,6,-0.166,3,100,0,0,38.284,2,0,6,0,6,0,12,0,3.102
52_0-wt-1,CC(C)C1=C(C(C)C)C(=O)C(=C(C(C)C)C1=O)C(C)C,1,0,0,0,0,4,0,1,276.418,0.004,572.834,552.471,19.071,1.292,0,1040.571,0,4,0,0,0.8669305,32.934,8.086,12.042,4.294,4.005,-4.327,-3.447,-3.691,6532.093,0.153,3761.189,-1.482,10.207,1.575,4,0.399,3,100,0,0,38.187,2,0,6,0,6,0,20,0,0.429
52_1-wt-1,CC(C)c1c([O])c(C(C)C)c(C(C)C)c(O)c1C(C)C,1,0,0,0,0,6,0,0,278.434,3.278,567.084,536.908,25.972,4.204,0,1032.664,2,1.5,0.0104079,0.0037407,0.8712781,31.361,8.551,13.176,4.372,4.693,-4.772,-4.424,-3.635,5618.284,-0.026,3195.824,-1.407,8.424,-0.152,6,0.752,3,100,0,0,28.152,2,0,6,0,6,0,20,0,0.184
53_0-wt-1,CC(=O)C1=CC(=O)C=CC1=O,4,0,0,0,0,1,0,-1,150.134,3.255,341.353,84.939,162.833,93.581,0,532.377,0,6,0.0199034,0,0.9306235,15.403,5.149,8.273,7.974,-1.132,0.619,0.162,-3.101,282.976,-0.75,126.403,-4.095,10.794,2.237,0,-1.484,2,64.198,0,0,87.273,3,0,6,0,6,0,11,0,50.14
53_1-wt-1,CC(=O)c1cc(O)ccc1[O],1,0,0,0,0,3,0,-1,152.149,3.664,349.439,81.813,144.307,123.319,0,541.233,1,2.5,0.0247979,0.0071543,0.9191419,14.758,5.43,7.547,5.646,1.33,-1.374,-1.701,-3.428,424.068,-0.756,195.727,-3.457,9.002,0.55,2,-0.481,3,81.76,0,0,70.93,3,0,6,0,6,0,11,0,2.346
53_1-wt-1,CC(=O)c1cc(O)ccc1[O],1,0,0,0,0,3,0,-1,152.149,3.289,350.876,81.688,145.312,123.877,0,542.195,1,2.5,0.0199556,0.007125,0.9164631,14.801,5.423,7.497,5.66,1.33,-1.39,-1.701,-3.474,414.868,-0.771,191.142,-3.473,8.786,0.507,2,-0.48,3,81.588,0,0,71.286,3,0,6,0,6,0,11,0,2.136
54_0-wt-1,CC(=O)C1=C(C)C(=O)C=CC1=O,3,0,0,0,0,2,0,-1,166.176,2.031,372.817,154.421,137.098,81.299,0,596.974,0,4.7,0.0069109,0,0.9196858,17.229,5.46,7.835,6.29,0.057,-0.496,-0.781,-3.219,496.368,-0.638,232.033,-3.568,10.644,1.891,3,-0.991,3,75.531,0,0,75.772,3,0,6,0,6,0,12,0,14.362
54_0-wt-1,CC(=O)C1=C(C)C(=O)C=CC1=O,3,0,0,0,0,2,0,-1,166.176,2.031,372.817,154.421,137.098,81.299,0,596.974,0,4.7,0.0069107,0,0.9196858,17.229,5.46,7.835,6.29,0.057,-0.496,-0.781,-3.219,496.368,-0.638,232.033,-3.568,10.644,1.891,3,-0.991,3,75.531,0,0,75.772,3,0,6,0,6,0,12,0,14.362
54_0-wt-1,CC(=O)C1=C(C)C(=O)C=CC1=O,2,0,0,0,0,2,0,-1,166.176,3.181,376.27,157.864,138.136,80.27,0,602.695,0,4.7,0.0167905,0,0.9170603,17.448,5.495,8.045,6.298,0.093,-0.561,-0.781,-3.257,485.244,-0.652,226.418,-3.591,10.53,1.792,3,-0.975,3,75.565,0,0,77.289,3,0,6,0,6,0,12,0,11.723
54_0-wt-1,CC(=O)C1=C(C)C(=O)C=CC1=O,2,0,0,0,0,2,0,-1,166.176,3.18,376.269,157.864,138.139,80.266,0,602.687,0,4.7,0.0167812,0,0.9170528,17.448,5.495,8.045,6.298,0.093,-0.561,-0.781,-3.257,485.206,-0.652,226.399,-3.591,10.53,1.792,3,-0.975,3,75.564,0,0,77.289,3,0,6,0,6,0,12,0,11.721
54_1-wt-1,CC(=O)c1c(C)c(O)ccc1[O],0,0,0,0,0,3,0,0,166.176,5.915,369.848,147.235,121.045,101.568,0,589.249,1,2.5,0.0593759,0.0067595,0.9190533,16.471,5.629,8.473,5.389,1.539,-1.848,-1.965,-3.326,704.739,-0.573,338.912,-3.105,8.96,0.388,3,-0.359,3,86.93,0,0,65.651,3,0,6,0,6,0,12,0,2.591
54_1-wt-1,CC(=O)c1c(C)c(O)ccc1[O],0,0,0,0,0,3,0,0,166.176,5.991,369.013,146.088,121.802,101.123,0,589.585,1,2.5,0.0608755,0.0067748,0.9214854,16.481,5.659,8.504,5.389,1.536,-1.837,-1.965,-3.285,693.189,-0.574,332.912,-3.12,8.743,0.315,3,-0.358,3,86.783,0,0,65.587,3,0,6,0,6,0,12,0,2.584
55_0-wt-1,CC(=O)C1=CC(=O)C(=CC1=O)C,2,0,0,0,0,1,0,-1,164.16,3.861,377.314,166.462,153.349,57.504,0,594.361,0,6,0.0250818,0,0.9060713,17.539,5.248,8.942,7.751,-0.743,-0.063,-0.136,-3.326,348.091,-0.742,158.116,-4.047,10.745,2.171,1,-1.304,2,68.085,0,0,85.142,3,0,6,0,6,0,12,0,12.742
55_1-wt-1,CC(=O)c1cc(O)c(C)cc1[O],0,0,0,0,0,3,0,-1,166.176,4.092,378.44,165.526,134.802,78.111,0,597.976,1,2.5,0.0279996,0.0066061,0.9070358,16.597,5.538,8.093,5.343,1.456,-1.952,-1.965,-3.409,521.882,-0.71,244.951,-3.441,8.917,0.512,3,-0.34,3,84.112,0,0,69.81,3,0,6,0,6,0,12,0,0.851
55_1-wt-1,CC(=O)c1cc(O)c(C)cc1[O],0,0,0,0,0,3,0,-1,166.176,3.769,379.924,165.299,135.774,78.852,0,598.959,1,2.5,0.0237218,0.0065803,0.904482,16.643,5.536,8.051,5.359,1.456,-1.973,-1.965,-3.454,510.927,-0.724,239.398,-3.456,8.709,0.469,3,-0.339,3,83.943,0,0,70.15,3,0,6,0,6,0,12,0,0.775
56_0-wt-1,CC(=O)C1=CC(=O)C=C(C)C1=O,2,0,0,0,0,1,0,-1,164.16,2.737,371.365,168.828,152.786,49.75,0,589.801,0,6,0.0126977,0,0.9158707,17.283,5.235,8.686,7.68,-0.778,0.05,-0.136,-3.131,352.392,-0.711,160.228,-4.064,10.737,2.162,1,-1.317,2,67.976,0,0,85.144,3,0,6,0,6,0,12,0,15.886
56_1-wt-1,CC(=O)c1cc(O)cc(C)c1[O],0,0,0,0,0,3,0,-1,166.176,3.618,378.428,164.828,134.91,78.689,0,597.537,1,2.5,0.0219052,0.0066063,0.9066204,16.585,5.534,8.006,5.348,1.453,-1.952,-1.965,-3.418,520.65,-0.712,244.326,-3.441,8.91,0.502,3,-0.342,3,84.074,0,0,69.039,3,0,6,0,6,0,12,0,0.851
56_1-wt-1,CC(=O)c1cc(O)cc(C)c1[O],0,0,0,0,0,3,0,-1,166.176,5.41,379.189,165.682,136.566,76.941,0,598.428,1,2.5,0.0489019,0.006593,0.9056998,16.604,5.534,8.386,5.349,1.443,-1.961,-1.965,-3.425,502.167,-0.727,234.965,-3.477,8.675,0.447,3,-0.34,3,83.736,0,0,69.803,3,0,6,0,6,0,12,0,0.759
57_0-wt-1,CC(=O)C1=C(Cl)C(=O)C=CC1=O,2,0,0,0,0,1,0,-1,184.579,4.301,360.153,78.077,141.728,84.896,55.452,569.108,0,6,0.0324989,0,0.9221648,16.79,5.637,9.074,7.836,-0.557,0.021,-0.569,-3.196,448.631,-0.472,418.646,-3.736,10.353,2.39,0,-1.377,2,71.149,0,0,81.776,3,0,6,0,6,0,12,0,35.505
57_1-wt-1,CC(=O)c1c([O])ccc(O)c1Cl,0,0,0,0,0,3,0,-1,186.594,6.184,365.883,77.372,135.266,103.493,49.752,578.042,1,2.5,0.0661629,0.0068328,0.917197,16.041,5.956,8.731,5.506,1.729,-2.082,-2.358,-3.365,516.624,-0.567,453.805,-3.36,9.082,0.597,2,-0.389,3,85.631,0,0,69.058,3,0,6,0,6,0,12,0,1.147
57_1-wt-1,CC(=O)c1c([O])ccc(O)c1Cl,0,0,0,0,0,3,0,-1,186.594,6.543,367.249,78.127,135.889,102.76,50.473,578.911,1,2.5,0.0739468,0.0068074,0.9146997,16.069,5.945,8.848,5.509,1.731,-2.097,-2.358,-3.402,509.636,-0.576,451.258,-3.374,8.892,0.502,2,-0.387,3,85.537,0,0,68.84,3,0,6,0,6,0,12,0,1.045
57_1-wt-1,CC(=O)c1c([O])ccc(O)c1Cl,0,0,0,0,0,3,0,-1,186.594,4.341,365.317,77.494,133.72,103.246,50.856,576.812,1,2.5,0.032668,0.0068434,0.917315,15.99,5.939,8.252,5.493,1.736,-2.08,-2.358,-3.362,534.358,-0.552,477.266,-3.332,8.909,0.571,2,-0.392,3,85.933,0,0,68.292,3,0,6,0,6,0,12,0,1.236
58_0-wt-1,CC(C)(C)C(=O)C1=CC(=O)C=CC1=O,2,0,0,0,0,3,0,0,194.23,1.494,411.355,185.935,133.114,92.307,0,690.142,0,4.7,0.003236,0,0.918136,20.421,6.458,8.876,6.21,0.695,-1.063,-1.377,-3.297,541.48,-0.67,254.909,-3.36,10.814,1.988,2,-0.763,3,79.944,0,0,75.717,3,0,6,0,6,0,14,0,7.34
58_0-wt-1,CC(C)(C)C(=O)C1=CC(=O)C=CC1=O,2,0,0,0,0,3,0,0,194.23,1.495,411.414,185.993,133.114,92.307,0,690.116,0,4.7,0.0032372,0,0.917983,20.42,6.456,8.875,6.21,0.695,-1.064,-1.377,-3.299,541.48,-0.67,254.909,-3.36,10.814,1.988,2,-0.763,3,79.943,0,0,75.717,3,0,6,0,6,0,14,0,7.321
58_0-wt-1,CC(C)(C)C(=O)C1=CC(=O)C=CC1=O,2,0,0,0,0,3,0,-1,194.23,2.825,409.572,184.906,142.554,82.112,0,691.282,0,4.7,0.0115437,0,0.9231486,20.369,6.508,9.013,6.201,0.626,-1.029,-1.377,-3.167,440.619,-0.733,203.997,-3.569,10.71,1.848,2,-0.76,3,77.933,0,0,79.967,3,0,6,0,6,0,14,0,4.893
58_0-wt-1,CC(C)(C)C(=O)C1=CC(=O)C=CC1=O,2,0,0,0,0,3,0,-1,194.23,2.825,409.56,184.894,142.554,82.112,0,691.336,0,4.7,0.0115431,0,0.9232243,20.371,6.509,9.014,6.201,0.626,-1.029,-1.377,-3.166,440.618,-0.732,203.997,-3.569,10.71,1.848,2,-0.76,3,77.935,0,0,79.965,3,0,6,0,6,0,14,0,4.895
58_1-wt-1,CC(C)(C)C(=O)c1cc(O)ccc1[O],0,0,0,0,0,5,0,-1,196.246,1.732,415.821,183.884,124.675,107.263,0,697.092,3,3.2,0.0043014,0.0133292,0.9143624,19.557,7.223,12.049,8.74,1.239,-1.735,-2.191,-3.429,651.034,-0.732,311.084,-2.959,8.82,-0.031,4,-0.403,3,84.557,0,0,61.954,3,0,6,0,6,0,14,0,3.966
58_1-wt-1,CC(C)(C)C(=O)c1cc(O)ccc1[O],0,0,0,0,0,5,0,-1,196.246,1.731,415.806,183.868,124.675,107.263,0,697.154,3,3.2,0.0043004,0.0133297,0.9144502,19.56,7.224,12.05,8.74,1.239,-1.735,-2.191,-3.428,651.034,-0.732,311.084,-2.959,8.82,-0.031,4,-0.403,3,84.56,0,0,61.954,3,0,6,0,6,0,14,0,3.968
59_0-wt-1,O=C1C=CC(=O)C(=C1)c2ccccc2,2,0,0,0,0,1,0,0,184.194,1.031,403.062,0,110.605,292.456,0,648.315,0,4,0.0016385,0,0.8987748,21.942,7.111,9.24,7.15,1.568,-1.584,-1.848,-4.565,885.175,-0.41,433.605,-2.432,9.761,1.926,0,-0.612,3,88.871,0,0,58.828,2,0,12,0,12,0,14,0,17.201
59_1-wt-1,[O]c1ccc(O)cc1c2ccccc2,2,0,0,0,0,3,0,0,186.21,0.054,412.436,0,97.755,314.681,0,662.081,2,1.5,0.0000044,0.0051434,0.8907362,21.421,7.708,10.482,7.262,1.945,-2.516,-2.918,-4.801,1171.892,-0.439,587.231,-1.925,8.772,-0.071,2,-0.135,3,93.262,0,0,44.052,2,0,12,0,12,0,14,0,7.506
60_0-wt-1,O=C1C=CC(=O)C(=C1c2ccccc2)c3ccccc3,2,0,0,0,0,3,0,0,260.292,1.295,498.757,0,93.615,405.142,0,863.878,0,4,0.0019426,0,0.8795175,30.361,9.83,12.213,7.59,2.81,-3.086,-3.824,-5.414,1282.769,-0.424,647.509,-1.53,9.611,1.886,0,-0.072,3,100,0,0,56.621,2,0,18,0,18,0,20,0,6.31
60_1-wt-1,[O]c1ccc(O)c(c2ccccc2)c1c3ccccc3,1,0,0,0,0,5,0,0,262.307,2.79,502.306,0,81.635,420.671,0,867.259,2,1.5,0.0089745,0.0042232,0.8755803,29.361,10.32,13.406,7.648,3.738,-3.755,-4.813,-5.551,1666.31,-0.448,859.096,-1.062,8.73,0.205,2,0.336,3,100,0,0,40.732,2,0,18,0,18,0,20,0,3.993
61_0-wt-1,O=C1C=C(C(=O)C=C1c2ccccc2)c3ccccc3,3,0,0,0,0,2,0,0,260.292,0,522.256,0,93.843,428.412,0,880.852,0,4,0,0,0.8509103,31.905,10.018,12.719,8.027,2.946,-3.694,-3.824,-5.988,1276.388,-0.421,644.028,-1.548,9.739,1.892,0,0.02,3,100,0,0,55.984,2,0,18,0,18,0,20,0,1.492
61_1-wt-1,[O]c1cc(c(O)cc1c2ccccc2)c3ccccc3,2,0,0,0,0,4,0,0,262.307,0.219,529.252,0,82.552,446.7,0,891.4,2,1.5,0.000054,0.0040081,0.8463515,31.217,10.608,13.932,8.117,3.91,-4.407,-4.813,-6.148,1633.266,-0.446,840.697,-1.083,8.653,0.274,2,0.439,3,100,0,0,41.156,2,0,18,0,18,0,20,0,0.847
62_0-wt-1,O=C1C=CC(=O)C(=C1)COc2ccccc2,1,0,0,0,0,3,0,0,214.22,1.361,455.173,27.821,111.465,315.887,0,743.353,0,4.75,0.0024935,0,0.8718702,24.685,8.066,10.538,7.738,1.43,-1.867,-2.138,-5.112,868.716,-0.595,424.897,-2.173,9.235,1.988,2,-0.622,3,87.919,0,0,66.746,3,0,12,0,12,0,16,0,19.527
62_1-wt-1,[O]c1ccc(O)cc1COc2ccccc2,0,0,0,0,0,5,0,0,216.236,1.232,464.346,25.861,98.458,340.026,0,751.774,2,2.25,0.0020193,0.0068526,0.8610885,23.969,8.615,11.72,7.862,2.533,-2.906,-3.29,-5.401,1154.034,-0.623,577.565,-1.656,8.843,0.047,4,-0.086,3,96.588,0,0,51.272,3,0,12,0,12,0,16,0,5.922
63_0-wt-1,O=C1C=CC(=O)C(=C1)[S](=O)(=O)c2ccccc2,2,0,0,0,0,2,0,-1,248.253,5.733,447.708,0,170.246,276.773,0.689,748.241,0,8,0.0439211,0,0.8902886,25.15,8.389,13.336,11.276,-0.571,-0.19,-1.354,-4.627,240.688,-0.987,107.041,-3.49,10.263,2.383,0,-1.435,2,66.226,0,0,95.055,4,0,12,0,12,0,17,0,51.866
63_1-wt-1,[O]c1ccc(O)cc1[S](=O)(=O)c2ccccc2,0,0,0,0,0,4,0,-1,250.269,6.49,446.807,0,153.665,292.397,0.745,750.021,1,4.5,0.0561568,0.0100715,0.8934983,24.086,8.652,12.581,8.843,1.425,-2.342,-3.255,-4.65,345.697,-0.959,158.423,-2.937,9.011,0.547,2,-0.326,3,80.729,0,0,77.68,4,0,12,0,12,0,17,0,1.499
63_1-wt-1,[O]c1ccc(O)cc1[S](=O)(=O)c2ccccc2,0,0,0,0,0,4,0,-1,250.269,6.29,449.171,0,152.677,295.539,0.954,751.078,1,4.5,0.0526695,0.0100185,0.8896307,24.158,8.651,12.55,8.864,1.441,-2.376,-3.255,-4.727,353.232,-0.961,162.587,-2.908,9.226,0.594,2,-0.325,3,80.989,0,0,76.096,4,0,12,0,12,0,17,0,1.461
64_0-wt-1,CC(=O)C1=C(C(=O)C=CC1=O)[S](=O)(=O)c2ccccc2,3,0,0,0,0,3,0,-1,290.29,6.362,494.626,77.589,156.154,260.582,0.301,848.339,0,10,0.0477057,0,0.876196,28.359,9.082,15.443,12.932,-0.815,0.133,-1.319,-4.778,327.408,-0.973,148.548,-3.191,10.04,2.64,0,-1.722,2,67.19,0,0,108.133,5,0,12,0,12,0,20,0,253.582
